country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2007,31.84203081198798,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2008,33.70885885533462,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2009,35.61846132031125,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2010,37.57182913737785,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2011,39.56868604600649,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2012,41.60916303039997,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2013,43.69213216126547,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2014,45.81847811388573,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2015,47.98754093787303,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2016,50.19432515391119,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2017,52.43590200836523,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2018,54.71144269613306,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2019,57.01977108125287,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2020,57.41885265900461,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2021,57.80902272818229,Total,,%,,,,Total
Haiti,HT,HTI,332,Proportion of population using non-piped improved drinking water sources,2022,58.19028465347743,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2000,7.184478089899367,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2001,7.063686178332159,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2002,6.934542047235795,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2003,6.808391396189468,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2004,6.685933512888809,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2005,6.56755757263454,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2006,6.452968194790564,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2007,6.342316079089499,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2008,6.235537725474722,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2009,6.132822821421869,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2010,6.033982014896,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2011,5.939186987037919,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2012,5.848266350634732,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2013,5.761421384736876,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2014,5.678489376168956,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2015,5.599683661143961,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2016,5.52487920911047,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2017,5.454086840257049,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2018,5.387303142797691,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2019,5.324483649106099,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2020,5.265584593455701,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2021,5.210584214985226,Total,,%,,,,Total
Honduras,HN,HND,340,Proportion of population using non-piped improved drinking water sources,2022,5.087987283669154,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2000,6.029085759915068,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2001,5.657675806908851,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2002,5.272288112211172,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2003,4.889508304139819,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2004,4.509228809859285,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2005,4.129109382914964,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2006,3.749744520152863,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2007,3.373700193733934,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2008,3.000939683868445,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2009,2.631451824634648,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2010,2.266529321679107,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2011,1.904402164138664,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2012,1.54698993748028,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2013,1.192087386590707,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2014,.8388531435967255,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2015,.4872780788716692,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2016,.1373263305044561,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2017,0,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2018,0,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2019,0,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2020,0,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2021,0,Total,,%,,,,Total
Hungary,HU,HUN,348,Proportion of population using non-piped improved drinking water sources,2022,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2000,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2001,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2002,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2003,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2004,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2005,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2006,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2007,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2008,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2009,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2010,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2011,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2012,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2013,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2014,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2015,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2016,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2017,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2018,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2019,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2020,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2021,0,Total,,%,,,,Total
Iceland,IS,ISL,352,Proportion of population using non-piped improved drinking water sources,2022,0,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2000,40.10220130745788,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2001,40.71982651251835,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2002,41.31587658534464,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2003,41.9102273790896,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2004,42.50258425907359,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2005,43.09349475707055,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2006,43.68267464240417,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2007,44.2698254549828,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2008,44.8549316701363,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2009,45.43855790330213,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2010,46.02040085854475,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2011,46.60016319874831,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2012,47.17519007451664,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2013,47.74570878390594,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2014,48.31136700920354,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2015,48.87210058556594,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2016,49.42784493952122,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2017,49.97823900912586,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2018,50.52351395336491,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2019,51.06360566440265,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2020,51.59845488901998,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2021,52.12768716299048,Total,,%,,,,Total
India,IN,IND,356,Proportion of population using non-piped improved drinking water sources,2022,52.65154634836301,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2000,58.66745984767949,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2001,59.28844515515809,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2002,59.90756090269512,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2003,60.52483520390071,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2004,61.14017262160039,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2005,61.75377292806049,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2006,62.36550650179711,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2007,62.97545543234556,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2008,63.58351961567202,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2009,64.18988247243107,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2010,64.79543613052304,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2011,65.40427705583261,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2012,66.01163159614745,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2013,66.61760263930998,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2014,67.22203483710045,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2015,67.8250904298022,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2016,68.42677435474639,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2017,69.02732116662212,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2018,69.62663704533641,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2019,70.22485098341431,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2020,70.82186621714888,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2021,71.41787397206853,Total,,%,,,,Total
Indonesia,ID,IDN,360,Proportion of population using non-piped improved drinking water sources,2022,72.01277376409854,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2000,3.001835884052858,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2001,2.857793423432947,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2002,2.717211115747137,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2003,2.580049853061722,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2004,2.446322816813288,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2005,2.316035397901853,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2006,2.189135793882786,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2007,2.067795129382233,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2008,1.950544072090365,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2009,1.836172782488526,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2010,1.724595499321153,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2011,1.615810869201244,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2012,1.510198562317579,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2013,1.407501191054174,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2014,1.307310060242443,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2015,1.209650236281971,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2016,1.114449277069483,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2017,1.021717267158589,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2018,.9314465803379021,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2019,.8435922708959819,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2020,.7580644475222923,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2021,.6748295273327006,Total,,%,,,,Total
"Iran, Islamic Republic of",IR,IRN,364,Proportion of population using non-piped improved drinking water sources,2022,.5937681721925472,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2000,6.024939540345859,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2001,6.536694281993447,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2002,7.048420719207805,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2003,7.560116703145051,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2004,8.071783724855177,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2005,8.583422310930718,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2006,9.095164611898294,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2007,9.606744147647536,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2008,10.11829390978502,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2009,10.62994936749936,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2010,11.13210266012474,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2011,11.62849463213146,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2012,12.12493210356457,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2013,12.62141743123169,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2014,13.11781372031987,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2015,13.61412077600886,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2016,14.10896968403252,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2017,14.60221557717328,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2018,15.0938491119583,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2019,15.58399863024437,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2020,15.77910950024191,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2021,15.74829776849143,Total,,%,,,,Total
Iraq,IQ,IRQ,368,Proportion of population using non-piped improved drinking water sources,2022,15.71625827335301,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2000,.1749620444968727,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2001,.1664220658383064,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2002,.1579531079433661,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2003,.1494903572665165,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2004,.1411291511979038,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2005,.1328791529335773,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2006,.1247733388103168,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2007,.1169230446787745,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2008,.1091518763927143,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2009,.1014570215928004,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2010,.0938405470467443,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2011,.0862999808257981,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2012,.0788353405760987,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2013,.071448121695237,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2014,.0641364484830267,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2015,.0569014379176193,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2016,.0497406441944692,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2017,.042647092884073,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2018,.0356259198619626,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2019,.0354933172992487,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2020,.0353533839888508,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2021,.0352072418785406,Total,,%,,,,Total
Ireland,IE,IRL,372,Proportion of population using non-piped improved drinking water sources,2022,.0350543259150711,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2009,1.343944354838754,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2010,1.343944354838754,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2011,1.343944354838754,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2012,1.343944354838754,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2013,1.343944354838754,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2014,1.207522580645104,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2015,1.071100806451568,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2016,.9346790322580318,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2017,.7982572580645524,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2018,.6618354838710161,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2019,.5254137096773661,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2020,.3889919354838298,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2021,.2525701612903504,Total,,%,,,,Total
Isle of Man,IM,IMN,833,Proportion of population using non-piped improved drinking water sources,2022,.1161483870968141,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2000,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2001,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2002,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2003,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2004,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2005,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2006,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2007,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2008,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2009,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2010,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2011,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2012,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2013,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2014,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2015,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2016,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2017,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2018,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2019,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2020,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2021,0,Total,,%,,,,Total
Israel,IL,ISR,376,Proportion of population using non-piped improved drinking water sources,2022,0,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2000,.3096887102860251,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2001,.3924044307237864,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2002,.4751201511615619,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2003,.5578358715993232,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2004,.6405515920370703,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2005,.7232673124748601,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2006,.8059830329126214,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2007,.8886987533503685,Total,,%,,,,Total
Italy,IT,ITA,380,Proportion of population using non-piped improved drinking water sources,2008,.9714144737881441,Total,,%,,,,Total
